post_time,price,title,VIN,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,delivery available,cryptocurrency ok
2020-01-23T13:51:43-0800,$8499,2007 toyota prius,JTDKB20U577548420,excellent,4 cylinders,fwd,gas,80409,white,compact,clean,automatic,hatchback,,
2020-01-23T13:50:56-0800,$13950,2017 Nissan Altima,231091,excellent,4 cylinders,fwd,gas,42028,black,full-size,clean,automatic,sedan,,
2020-01-23T13:50:15-0800,$7995,2008 Toyota Yaris,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:50:04-0800,$34800,2017 lexus nx,JTJBJRBZ0H2054644,,,,other,,,,clean,other,,,
2020-01-23T13:50:04-0800,$4995,1992 chevy c3500 crew cab,,good,8 cylinders,rwd,gas,165000,red,full-size,clean,automatic,pickup,,
2020-01-23T13:49:45-0800,$1700,2002 BMW,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:49:03-0800,$8300,2012 bmw 328i,,excellent,4 cylinders,rwd,gas,129000,grey,mid-size,clean,manual,sedan,,
2020-01-23T13:48:36-0800,$2500,2008 nissan altima,,fair,,,gas,,,,clean,automatic,,,
2020-01-23T13:45:24-0800,$14900,2013 Audi A4,WAUEFAFL4DN035660,excellent,4 cylinders,fwd,gas,38070,grey,,clean,automatic,sedan,,
2020-01-23T13:45:01-0800,$3000,2007 infiniti m35,,good,,,gas,,,,clean,automatic,,,
2020-01-23T13:44:33-0800,$1800,2006 Mazda 3,,fair,4 cylinders,fwd,gas,147000,grey,,clean,manual,sedan,,
2020-01-23T13:43:42-0800,$2700,2004 mazda 6,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:42:01-0800,$38888,2019 CHEVROLET SUBURBAN,1GNSKHKC6KR118102,,,4wd,gas,50230,silver,,clean,automatic,SUV,,
2020-01-23T13:41:31-0800,$35000,2016 lexus rx 350,,excellent,6 cylinders,4wd,gas,20821,grey,full-size,clean,automatic,SUV,,
2020-01-23T13:40:59-0800,$26488,2017 ACURA MDX,5FRYD4H58HB014383,,,4wd,gas,79338,white,,clean,automatic,SUV,,
2020-01-23T13:40:31-0800,,2019 chrysler pacifica,2C4RC1BG0KR708305,new,6 cylinders,fwd,gas,39,white,mid-size,clean,automatic,mini-van,,
2020-01-23T13:40:20-0800,$3800,2002 gmc yukon xl denali,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:39:59-0800,$11950,2016 Kia Sportage,864031,excellent,4 cylinders,4wd,gas,61639,black,full-size,clean,automatic,SUV,,
2020-01-23T13:38:24-0800,$15988,2016 HONDA HR-V,3CZRU5G33GM729426,,,fwd,gas,27562,,,clean,manual,SUV,,
2020-01-23T13:38:16-0800,$13500,2014 Mazda Mazda3,JM1BM1W36E1203688,excellent,4 cylinders,fwd,gas,80328,white,compact,clean,automatic,sedan,,
2020-01-23T13:38:09-0800,$17988,2011 LEXUS RX,2T2BK1BA8BC082711,,,4wd,gas,81152,blue,,clean,automatic,wagon,,
2020-01-23T13:37:55-0800,$13988,2008 FORD F-150,1FTPW145X8KB81763,,,4wd,gas,151955,,,clean,automatic,pickup,,
2020-01-23T13:37:48-0800,$7402,2014 Chevrolet Impala Limited,2G1WB5E35E1126766,excellent,6 cylinders,fwd,gas,93570,white,,clean,automatic,sedan,,
2020-01-23T13:37:43-0800,$15988,2012 BMW 335I,WBAKF9C50CE620807,,,,gas,58341,white,compact,clean,automatic,coupe,,
2020-01-23T13:37:27-0800,$21988,2011 TOYOTA FJ CRUISER,JTEBU4BF0BK101354,,,4wd,gas,128526,,,clean,automatic,wagon,,
2020-01-23T13:37:18-0800,$9988,2012 HONDA CR-V,JHLRM4H5XCC028820,,,4wd,gas,165660,silver,,clean,automatic,SUV,,
2020-01-23T13:37:02-0800,$15988,2012 NISSAN TITAN,1N6AA0EJ5CN318803,,,4wd,gas,106149,,,clean,automatic,pickup,,
2020-01-23T13:36:50-0800,$32988,2019 FORD TRANSIT,1FTYR3XM6KKA05259,,,,gas,17854,white,,clean,automatic,van,,
2020-01-23T13:35:43-0800,$4900,2010 impala,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:35:28-0800,$11950,2017 hyundai elantra,007582,excellent,4 cylinders,,gas,,red,,clean,automatic,sedan,,
2020-01-23T13:34:22-0800,$34500,2019 lexus ux,JTHU9JBH3K2001021,,,,other,,,,clean,other,,,
2020-01-23T13:33:46-0800,$800,2018 lexus is 300 F SPORT,,like new,4 cylinders,rwd,gas,,white,,clean,automatic,sedan,,
2020-01-23T13:32:32-0800,$1800,2006 2006 mazda 6,,fair,4 cylinders,fwd,gas,222800,grey,,clean,automatic,sedan,,
2020-01-23T13:32:27-0800,,2017 Jeep Renegade,ZACCJABB2HPE99730,excellent,4 cylinders,fwd,gas,54140,white,compact,clean,automatic,SUV,,
2020-01-23T13:30:54-0800,$12995,2010 LEXUS IS 250C,JTHFF2C22A2520274,,,,gas,65500,silver,,clean,automatic,other,,
2020-01-23T13:30:29-0800,,2019 Kia Forte,3KPF34AD8KE012854,excellent,4 cylinders,fwd,gas,9085,silver,mid-size,clean,automatic,sedan,,
2020-01-23T13:30:23-0800,$18888,2014 Volvo XC90,YV4952CY2E1692704,excellent,6 cylinders,fwd,gas,45527,black,,clean,automatic,SUV,,
2020-01-23T13:29:42-0800,$1500,2001 Kia sportage ex,,good,4 cylinders,,gas,190000,,,clean,other,,,
2020-01-23T13:28:57-0800,$3800,2006 mazda 3,JM1BK324161426786,excellent,4 cylinders,fwd,gas,1103137,red,full-size,clean,automatic,sedan,,
2020-01-23T13:26:12-0800,$3500,1999 ford f250 diesel,,,8 cylinders,,diesel,,,,clean,automatic,,,
2020-01-23T13:22:33-0800,$5499,2007 nissan murano,,like new,6 cylinders,4wd,gas,102000,white,,clean,automatic,SUV,,
2020-01-23T13:20:48-0800,,2019 Dodge Grand caravan,2C4RDGCG1KR561992,new,6 cylinders,fwd,gas,22723,white,mid-size,clean,automatic,mini-van,,
2020-01-23T13:18:42-0800,$33800,2018 lexus nx,JTJBARBZ6J2154561,,,,gas,,,,clean,automatic,,,
2020-01-23T13:18:22-0800,,2019 Toyota Sienna LE,5TDKZ3DC5KS014366,new,6 cylinders,fwd,gas,117,silver,mid-size,clean,automatic,mini-van,,
2020-01-23T13:16:46-0800,$4000,2012 hyundai elantra gls,,,,,gas,,,,clean,automatic,,,
2020-01-23T13:15:29-0800,$29900,2015 Subaru WRX STI,JF1VA2W6XF9805220,excellent,4 cylinders,4wd,gas,27933,,,clean,manual,sedan,,
2020-01-23T13:15:20-0800,$25999,2017 Ford Mustang,1FA6P8CF0H5244210,excellent,,rwd,gas,46246,black,mid-size,clean,other,coupe,,
2020-01-23T13:14:39-0800,,2015 dodge grand caravan,2C4RDGCG2FR623535,like new,6 cylinders,fwd,gas,12031,brown,mid-size,clean,automatic,mini-van,,
2020-01-23T13:14:18-0800,$4500,1984 chevy 3500,,good,8 cylinders,,gas,62000,,full-size,clean,automatic,truck,,
2020-01-23T13:11:14-0800,$12950,2008 Ford E350 XLT Super Duty,1FBNE31L88DA93621,excellent,8 cylinders,rwd,gas,62798,silver,full-size,clean,automatic,van,,
2020-01-23T13:10:25-0800,$19800,2000 Ford Lightning F-150,,excellent,8 cylinders,rwd,gas,75000,silver,full-size,clean,automatic,truck,,
2020-01-23T13:08:25-0800,,2006 Ford Econoline,1FDNE24L46HA80528,excellent,8 cylinders,rwd,gas,9590,blue,full-size,clean,automatic,mini-van,,
2020-01-23T13:06:56-0800,$1200,2002 Chrysler concoede,,,,,gas,,,,salvage,automatic,,,
2020-01-23T13:06:21-0800,$14980,2011 DODGE RAM,3D7JB1EK7BG597540,,,fwd,gas,50594,silver,,clean,automatic,pickup,,
2020-01-23T13:05:59-0800,$6800,2007 Honda civic,,excellent,4 cylinders,fwd,gas,69880,silver,,clean,manual,sedan,,
2020-01-23T13:06:06-0800,$24980,2018 GMC SIERRA,1GTN1LEC8JZ905235,,,fwd,gas,6311,white,,clean,automatic,pickup,,
2020-01-23T13:05:46-0800,$9995,2008 TOYOTA SIENNA,5TDBK22C78S012449,,,4wd,gas,138739,red,,clean,automatic,wagon,,
2020-01-23T13:05:34-0800,$27980,2013 CHEVROLET SILVERADO,1GC4KZCG9DF231037,,,4wd,gas,65656,silver,,clean,automatic,pickup,,
2020-01-23T13:05:15-0800,,2006 Toyota Sienna XLE,5TDZA22CX6S407515,excellent,6 cylinders,fwd,gas,79050,blue,mid-size,clean,automatic,mini-van,,
2020-01-23T13:04:54-0800,$3900,2002 mercedes-benz s-class,,excellent,8 cylinders,rwd,gas,88,blue,compact,clean,automatic,sedan,,
2020-01-23T13:04:24-0800,$6700,2006 Honda crv,,excellent,4 cylinders,fwd,gas,83889,,,clean,automatic,SUV,,
2020-01-23T13:04:08-0800,$45000,2016 Freightliner M2 106,,,,,diesel,167762,white,,clean,other,other,,
2020-01-23T13:03:37-0800,$4499,2005 nissan murano,,,6 cylinders,4wd,gas,140000,silver,full-size,clean,automatic,SUV,,
2020-01-23T13:03:05-0800,$8400,2006 dodge ram 1500 big horn,,,,,gas,100000,,,clean,automatic,,,
2020-01-23T13:02:47-0800,$33700,2019 toyota highlander,5TDKZRFH0KS308205,,,,gas,,,,clean,automatic,,,
2020-01-23T13:01:16-0800,$6600,2007 Acura tl,,excellent,6 cylinders,fwd,gas,119458,blue,,clean,automatic,sedan,,
2020-01-23T13:01:14-0800,$16488,2015 MERCEDES-BENZ C-CLASS,55SWF4KB9FU037961,,,,gas,100643,blue,compact,clean,automatic,sedan,,
2020-01-23T13:00:02-0800,$4500,2010 mazda 3,,,,,gas,,,,clean,automatic,,,
2020-01-23T12:59:40-0800,$7900,2005 2005 gmc sierra,,,,,gas,,,,clean,automatic,,,
2020-01-23T12:58:33-0800,$5000,2009 toyota camry,,excellent,4 cylinders,fwd,gas,163500,custom,full-size,salvage,automatic,sedan,,
2020-01-23T12:58:25-0800,$3777,2005 honda accord sedan,,excellent,4 cylinders,fwd,gas,,grey,,clean,automatic,,,
2020-01-23T12:57:52-0800,$2000,1998 Ford Shuttle Bus,,good,8 cylinders,,diesel,230,,,clean,automatic,,,
2020-01-23T12:57:46-0800,$6400,2010 mazda 3,,excellent,4 cylinders,fwd,gas,72314,black,full-size,clean,automatic,sedan,,
2020-01-23T12:57:02-0800,$2100,1998 Toyota RAV4,,good,4 cylinders,4wd,gas,250,white,,clean,manual,SUV,,
2020-01-23T12:56:53-0800,$16500,2016 cadillac srx,,excellent,6 cylinders,fwd,gas,95840,black,mid-size,clean,automatic,SUV,,
2020-01-23T12:55:23-0800,$8700,2015 2015 hyundai sonata sport,,excellent,4 cylinders,fwd,gas,66875,grey,full-size,salvage,automatic,sedan,,
2020-01-23T12:50:46-0800,$4600,2006 Mercedes c230,,,,,gas,160000,,,clean,automatic,,,
2020-01-23T12:49:53-0800,$9988,2006 jeep commander limited 4wd,1J8HG48N86C133014,excellent,8 cylinders,4wd,gas,,,,clean,automatic,SUV,,
2020-01-23T12:47:29-0800,$1950,2002 GMC SONOMA,,,,,gas,,,,clean,automatic,,,
2020-01-23T12:46:27-0800,$9200,2013 Honda Accord,,excellent,4 cylinders,fwd,gas,52594,white,,salvage,automatic,,,
2020-01-23T12:45:57-0800,$63995,2015 PORSCHE PANAMERA,WP0BB2A70FL060233,,,,gas,15270,,full-size,clean,automatic,sedan,,
2020-01-23T12:45:47-0800,$33300,2017 lexus nx,JTJYARBZ7H2054568,,,,gas,,,,clean,automatic,,,
2020-01-23T12:45:23-0800,$15900,2016 Chevrolet Camaro,1G1FB1RS8G0133932,excellent,6 cylinders,rwd,gas,66292,,,clean,automatic,coupe,,
2020-01-23T12:43:39-0800,$20225,2016 mercedes-benz c-class c300,55SWF4JB9GU145273,excellent,4 cylinders,rwd,gas,20225,black,compact,clean,automatic,sedan,,
2020-01-23T12:39:36-0800,$8995,2013 ford edge sel,2FMDK3JC1DBB02042,excellent,6 cylinders,fwd,gas,136536,white,mid-size,clean,automatic,SUV,,
2020-01-23T12:39:24-0800,$2900,2007 mitsubishi montero,,,,,gas,,,,clean,automatic,,,
2020-01-23T12:37:45-0800,$18500,1996 chevy impala ss,,,,,gas,45000,,,clean,automatic,,,
2020-01-23T12:34:11-0800,$2800,2006 pontiac g6 gtp,1G2ZG558564215717,good,6 cylinders,,gas,172000,silver,,clean,automatic,sedan,,
2020-01-23T12:32:26-0800,$4900,2008 dodge ram,1D7HU18258S623705,good,8 cylinders,4wd,gas,211500,black,,clean,automatic,,,
2020-01-23T12:31:15-0800,$17500,2007 GMC W5500,J8DE5B16377300198,excellent,4 cylinders,rwd,diesel,145082,white,,clean,automatic,truck,,
2020-01-23T12:30:55-0800,$21500,2016 Ford Explorer,1FM5K8GT6GGB73176,excellent,6 cylinders,4wd,gas,87461,black,,clean,automatic,SUV,,
2020-01-23T12:30:29-0800,$16500,2013 Subaru Impreza WRX,JF1GV7E67DG022134,excellent,4 cylinders,4wd,gas,70538,,,clean,manual,sedan,,
2020-01-23T12:30:26-0800,$42969,2019 Mercedes-Benz Sprinter Cargo Van,,,,rwd,gas,17,,,clean,automatic,van,,
2020-01-23T12:30:06-0800,$31800,2017 lexus nx,JTJBARBZ8H2133933,,,,gas,,,,clean,automatic,,,
2020-01-23T12:29:20-0800,$2900,2008 kia sedona,,,,,gas,,,,clean,automatic,,,
2020-01-23T12:29:20-0800,$24381,2017 Ford Edge,2FMPK4K89HBB27953,excellent,6 cylinders,4wd,gas,36052,red,mid-size,clean,automatic,SUV,,
2020-01-23T12:26:30-0800,$2900,2006 subaru impreza,,,,,gas,160000,,,salvage,automatic,,,
2020-01-23T12:22:44-0800,$36995,2019 FORD F-150 F150 CREW 4X4,1FTFW1E51KKD09132,excellent,8 cylinders,4wd,gas,20255,silver,full-size,clean,automatic,truck,,
2020-01-23T12:20:59-0800,$22888,2014 CHEVROLET CAMARO,2G1FK3DJ1E9306168,,,,gas,43412,red,compact,clean,automatic,convertible,,
2020-01-23T12:20:52-0800,$1600,1998 toyota 4runner,jt3gn87r0w0075698,,,,gas,249387,green,,clean,automatic,SUV,,
2020-01-23T12:19:06-0800,$2850,1999 honda civic,,good,4 cylinders,fwd,gas,,green,compact,clean,automatic,sedan,,
2020-01-23T12:16:53-0800,$12500,1931 Ford model a,,,8 cylinders,rwd,gas,,,,clean,automatic,,,
2020-01-23T12:14:25-0800,$30500,2016 lexus is,JTHBE1D22G5028504,,,,gas,,,,clean,automatic,,,
2020-01-23T12:08:21-0800,$6450,2008 toyota rav4 limited,,good,4 cylinders,fwd,gas,149377,white,,clean,automatic,SUV,,
2020-01-23T12:07:27-0800,$11300,2004 lexus gx 470,,excellent,8 cylinders,4wd,gas,129988,,,clean,automatic,SUV,,
2020-01-23T12:07:25-0800,$23900,2015 chevrolet silverado 1500,,,8 cylinders,,gas,,,,clean,automatic,,,
2020-01-23T12:06:25-0800,$13500,2011 Dodge Ram,,good,8 cylinders,rwd,gas,138000,green,full-size,clean,automatic,truck,,
2020-01-23T12:06:24-0800,$9800,2000 Lexus lx470,,excellent,8 cylinders,4wd,gas,165887,green,,clean,automatic,SUV,,
2020-01-23T12:04:24-0800,$5900,2001 mercedes benz s600,WDBNG78J91A194755,good,12 cylinders,rwd,gas,120000,silver,full-size,clean,automatic,sedan,,
2020-01-23T12:04:14-0800,$11995,2009 Audi Q7 TDI quattro Premium,WA1AM74L39D036075,good,6 cylinders,,other,76742,,,clean,automatic,other,,
2020-01-23T12:04:12-0800,$28995,2016 Mercedes-Benz GL-Class GL450,4JGDF6EE1GA692678,good,6 cylinders,,other,48336,silver,,clean,automatic,other,,
2020-01-23T12:04:12-0800,$24995,2018 Cadillac XTS Luxury FWD,2G61M5S38J9131393,good,6 cylinders,fwd,other,18523,silver,,clean,automatic,sedan,,
2020-01-23T12:04:13-0800,$21995,2012 Mercedes-Benz S-Class S550,WDDNG7DB1CA465199,good,8 cylinders,,other,80484,silver,,clean,automatic,sedan,,
2020-01-23T12:03:42-0800,$24080,2019 Ford Escape,1FMCU9GD2KUA20806,,4 cylinders,4wd,gas,3543,red,,clean,automatic,SUV,,
2020-01-23T12:03:31-0800,$25571,2018 Ford F-150,1FTEW1CB2JKE15558,,6 cylinders,rwd,gas,29592,grey,,clean,automatic,truck,,
2020-01-23T12:03:16-0800,$27545,2019 Ford Fusion Hybrid,3FA6P0LU7KR135599,,4 cylinders,fwd,hybrid,10332,silver,,clean,automatic,sedan,,
2020-01-23T12:02:59-0800,$17585,2018 Ford Focus,1FADP3F27JL271098,,4 cylinders,fwd,gas,7576,grey,,clean,automatic,sedan,,
2020-01-23T12:02:48-0800,$19875,2018 Ford EcoSport,MAJ6P1CL6JC208312,,4 cylinders,4wd,gas,5478,grey,,clean,automatic,SUV,,
2020-01-23T12:02:31-0800,$21871,2019 Ford Edge,2FMPK3G9XKBB70281,,4 cylinders,fwd,gas,987,silver,,clean,automatic,SUV,,
2020-01-23T12:02:20-0800,$8900,2008 volvo xc70 3.2 awd cross country,YV4BZ982481016505,excellent,6 cylinders,4wd,gas,129000,brown,full-size,clean,automatic,wagon,,
2020-01-23T12:02:14-0800,$11755,2018 Ford Focus,1FADP3F20JL251260,,4 cylinders,fwd,gas,41400,black,,clean,automatic,sedan,,
2020-01-23T12:01:46-0800,$6500,2010 ford f450 super duty crew,,good,,,diesel,,white,full-size,clean,automatic,truck,,
2020-01-23T12:01:49-0800,$20588,2018 Ford EcoSport,MAJ6P1UL7JC208320,,4 cylinders,4wd,gas,4172,silver,,clean,automatic,SUV,,
2020-01-23T12:01:33-0800,$22595,2019 Ford Escape,1FMCU0GD3KUC05247,,4 cylinders,fwd,gas,3495,green,,clean,automatic,SUV,,
2020-01-23T12:01:08-0800,$46900,2016 Dodge Charger,2C3CDXL91GH354527,excellent,8 cylinders,rwd,gas,36410,,,clean,automatic,sedan,,
2020-01-23T12:01:08-0800,$16997,2018 Nissan Altima,1N4AL3AP5JC279573,excellent,,fwd,gas,28665,,,clean,automatic,sedan,,
2020-01-23T12:00:56-0800,$13995,2007 DODGE MAGNUM,2D8GV77397H646380,,,rwd,gas,158643,black,,clean,automatic,wagon,,
2020-01-23T11:58:28-0800,$30500,2016 lexus gs,JTHBZ1BL8GA003596,,,,gas,,,,clean,automatic,,,
2020-01-23T11:56:58-0800,$39995,2019 FORD F150 F-150 LARIAT 4X4 4WD,1FTEW1E55KKC89723,excellent,8 cylinders,4wd,gas,19349,silver,full-size,clean,automatic,truck,,
2020-01-23T11:52:14-0800,$16995,2016 Audi A3 1.8T Premium FWD S,WAUA7GFF1G1075425,good,,fwd,other,26699,,,clean,automatic,sedan,,
2020-01-23T11:52:14-0800,$28995,2016 Maserati Ghibli S Q4,ZAM57XSA4G1172399,good,6 cylinders,rwd,other,27663,black,,clean,automatic,sedan,,
2020-01-23T11:52:14-0800,$23995,2017 Dodge Challenger R/T Plus,2C3CDZBTXHH613266,good,8 cylinders,,other,24472,green,,clean,other,coupe,,
2020-01-23T11:52:13-0800,$16995,2016 Audi A3 1.8T Premium FWD S,WAUA7GFF3G1061932,good,,fwd,other,29639,silver,,clean,automatic,sedan,,
2020-01-23T11:50:04-0800,$6500,2011 toyota corolla le,JTDBU4EE8B9165298,excellent,4 cylinders,fwd,gas,191300,white,compact,clean,automatic,sedan,,
2020-01-23T11:48:28-0800,$8300,2015 dodge ram 1500,,like new,6 cylinders,,gas,171345,,,clean,automatic,,,
2020-01-23T11:45:57-0800,$3000,2006 mini cooper,WMWRC33596TK15856,good,4 cylinders,fwd,gas,145767,blue,compact,clean,automatic,coupe,,
2020-01-23T11:45:26-0800,$6498,2008 Ford Ranger,,excellent,,,gas,,,,clean,automatic,,,
2020-01-23T11:42:42-0800,$29800,2017 lexus es,58ABK1GGXHU049985,,,,gas,,,,clean,automatic,,,
2020-01-23T11:42:05-0800,$2000,2002 volkswagon passat,WVWPD63B92P340552,good,4 cylinders,fwd,gas,120000,silver,,lien,automatic,,,
2020-01-23T11:40:58-0800,$20288,2013 CHEVROLET CAMARO,2G1FK1EJ4D9177585,,,,gas,55682,orange,compact,clean,automatic,coupe,,
2020-01-23T11:37:11-0800,$28995,2014 CHEVROLET SILVERADO 3500,109075,like new,8 cylinders,4wd,gas,75425,white,full-size,clean,automatic,truck,,
2020-01-23T11:36:57-0800,$6900,2010 honda cr-v,,excellent,4 cylinders,4wd,gas,171000,grey,mid-size,clean,automatic,SUV,,
2020-01-23T11:35:37-0800,$3950,2007 subaru outback,,good,4 cylinders,4wd,gas,199000,,,clean,automatic,,,
2020-01-23T11:33:58-0800,,2014 Honda Civic,2HGFG3B83EH522295,,4 cylinders,fwd,gas,101106,grey,,clean,automatic,coupe,,
2020-01-23T11:32:43-0800,$1800,2007 honda civic,,,,,gas,170000,,,clean,manual,,,
2020-01-23T11:32:13-0800,$36800,2016 GMC Sierra 2500 HD Crew Cab SLE,1GT11SEG0GF300549,good,8 cylinders,,gas,16781,white,,clean,automatic,pickup,,
2020-01-23T11:31:44-0800,$4900,2008 Honda Accord,,,4 cylinders,,gas,220000,,,clean,automatic,,,
2020-01-23T11:30:41-0800,$29923,2019 Ford F-150,1FTEW1C53KKC88783,,8 cylinders,rwd,gas,15337,black,,clean,automatic,truck,,
2020-01-23T11:30:18-0800,$8800,2010 toyota prius,jtdkn3du9a5098040,like new,4 cylinders,fwd,hybrid,100000,,,clean,automatic,,,
2020-01-23T11:29:01-0800,$3600,1969 Dodge Dart,,fair,6 cylinders,rwd,gas,54767,white,full-size,clean,automatic,coupe,,
2020-01-23T11:28:08-0800,$6750,2006 2006 Lexus RX330,,good,6 cylinders,fwd,gas,142000,,full-size,clean,automatic,SUV,,
2020-01-23T11:26:53-0800,$29300,2017 lexus es,58ABK1GG5HU042006,,,,gas,,,,clean,automatic,,,
2020-01-23T11:27:17-0800,$23490,2018 Ford Transit-350,1FBZX2YMXJKB06116,excellent,6 cylinders,rwd,gas,34805,white,full-size,clean,automatic,van,,
2020-01-23T11:22:37-0800,$16999,2013 Ford F-150,,excellent,,,gas,,,,clean,automatic,,,
2020-01-23T11:20:36-0800,$15995,2017 MITSUBISHI OUTLANDER,JA4AZ2A33HZ041366,,,4wd,gas,37945,brown,,clean,,wagon,,
2020-01-23T11:20:14-0800,$15100,2015 Chevrolet Captiva Sport LTZ,3GNAL4EK8FS522994,good,,fwd,gas,40796,blue,,clean,other,other,,
2020-01-23T11:20:12-0800,$16100,2017 Kia Sportage LX Sport Utility 4D,KNDPMCAC7H7113427,good,,,gas,51934,black,,clean,automatic,other,,
2020-01-23T11:18:16-0800,$34800,2014 GMC Sierra 1500 Crew Cab SLT,3GTP1VEC4EG418883,good,8 cylinders,,gas,7892,,,clean,automatic,pickup,,
2020-01-23T11:17:27-0800,$14400,2017 honda fit ex hatchback 4d,JHMGK5H97HS012993,excellent,4 cylinders,fwd,gas,43000,yellow,sub-compact,clean,automatic,hatchback,,
2020-01-23T11:16:01-0800,$23985,2017 BMW X1,WBXHT3C36H5F71739,,4 cylinders,4wd,gas,36630,white,,clean,automatic,SUV,,
2020-01-23T11:15:06-0800,$14775,2013 Subaru WRX,,excellent,4 cylinders,4wd,gas,124000,grey,mid-size,clean,manual,sedan,,
2020-01-23T11:14:52-0800,$3900,2006 volkswagen jetta,,,,,gas,,,,clean,manual,,,
2020-01-23T11:11:35-0800,$15000,2002 ford f350 diesels powerstroke,,,,,diesel,,,,clean,automatic,,,
2020-01-23T11:11:16-0800,$12900,2016 Volkswagon Tiguan SE,WVGAV7AX5GW542247,excellent,4 cylinders,fwd,gas,32400,grey,compact,clean,automatic,SUV,,
2020-01-23T11:10:32-0800,$28800,2017 lexus es,58ABK1GG6HU038143,,,,gas,,,,clean,automatic,,,
2020-01-23T11:10:30-0800,$3200,2005 toyota camry,,,4 cylinders,,gas,226000,,,clean,automatic,,,
2020-01-23T11:09:48-0800,$17950,2015 audi a3,011567,excellent,4 cylinders,,gas,28450,white,,clean,automatic,,,
2020-01-23T11:09:28-0800,$9950,2011 Audi A6,033874,excellent,6 cylinders,4wd,gas,118232,silver,full-size,clean,automatic,sedan,,
2020-01-23T11:08:02-0800,$2500,2004 Honda Odyssey,,good,6 cylinders,,gas,,,full-size,clean,automatic,mini-van,,
2020-01-23T11:05:46-0800,$6999,2008 Volvo V50,,excellent,,,gas,,,,clean,automatic,,,
2020-01-23T11:05:15-0800,$28000,1965 CHEVY NOVA 11,,,,,gas,,,,clean,manual,,,
2020-01-23T11:04:13-0800,$17800,2011 BMW Z4 sDrive30i Roadster 2D,WBALM5C50BE379171,good,,rwd,gas,78582,black,,clean,other,other,,
2020-01-23T11:04:12-0800,$15800,2015 Ford Mustang V6 Coupe 2D,1FA6P8AM4F5376997,good,6 cylinders,rwd,gas,74932,black,,clean,automatic,coupe,,
2020-01-23T11:03:55-0800,$14599,2016 Toyota Camry SE,4T1BF1FK2GU512752,like new,4 cylinders,fwd,gas,74005,silver,full-size,clean,automatic,sedan,,
2020-01-23T11:03:39-0800,$15950,2013 bmw 328i,DNR44091,excellent,4 cylinders,rwd,gas,26481,white,full-size,clean,automatic,sedan,,
2020-01-23T11:02:38-0800,$27995,2016 BMW 535,WBA5B1C55GG553741,,6 cylinders,rwd,gas,21135,black,,clean,automatic,sedan,,
2020-01-23T11:00:59-0800,$14488,2016 TOYOTA CAMRY,4T1BD1FK4GU184515,,,fwd,other,91508,black,,clean,,sedan,,
2020-01-23T11:00:51-0800,$20995,2015 INFINITI Q50,JN1AV7AP3FM790537,,6 cylinders,rwd,hybrid,29538,white,,clean,automatic,sedan,,
2020-01-23T11:00:41-0800,$10900,2010 buick enclave cx,5GALRAED6AJ152401,good,6 cylinders,fwd,gas,93340,silver,full-size,clean,automatic,SUV,,
2020-01-23T10:59:29-0800,$9599,2012 scion tc,JTKJF5C70C3039899,excellent,4 cylinders,fwd,gas,93215,white,compact,clean,automatic,coupe,,
2020-01-23T10:58:40-0800,$14999,2008 toyota tundra double cab,5TBRV54168S479468,excellent,8 cylinders,rwd,gas,121625,white,full-size,clean,automatic,truck,,
2020-01-23T10:58:16-0800,$6999,2007 FORD MUSTANG CONV.,1ZVFT84N875291301,excellent,6 cylinders,rwd,gas,97192,blue,mid-size,clean,automatic,convertible,,
2020-01-23T10:58:10-0800,$25998,2019 Toyota 86,JF1ZNAE12K9701854,good,,rwd,other,1912,,,clean,manual,coupe,,
2020-01-23T10:58:02-0800,$3400,2006 chevy silverado,1GCEC14X86Z222834,good,6 cylinders,rwd,gas,201000,white,,clean,automatic,pickup,,
2020-01-23T10:57:41-0800,$7499,2009 toyota corolla le,JTDBL40EX9J011596,excellent,4 cylinders,fwd,gas,93444,white,compact,clean,automatic,sedan,,
2020-01-23T10:56:21-0800,$1300,2003 Dodge Caravan,,,6 cylinders,,gas,200000,,,salvage,automatic,,,
2020-01-23T10:56:17-0800,$9999,2010 toyota prius,JTDKN3DU0A0011509,excellent,4 cylinders,fwd,hybrid,97051,white,compact,clean,automatic,hatchback,,
2020-01-23T10:56:16-0800,$25999,2014 Chevrolet Silverado 1500 LT,3GCPCRECXEG188882,good,8 cylinders,rwd,other,44437,blue,,clean,automatic,pickup,,
2020-01-23T10:56:20-0800,$23999,2018 BMW 3 Series 320i,WBA8E1G50JNU89688,good,,rwd,gas,9315,silver,,clean,other,sedan,,
2020-01-23T10:54:46-0800,$27800,2015 lexus es,JTHBW1GG0F2095073,,,,other,,,,clean,other,,,
2020-01-23T10:54:12-0800,$19100,2014 Mazda MX-5 Miata Grand Touring,JM1NC2PF1E0234156,good,,rwd,gas,36188,,,clean,other,other,,
2020-01-23T10:51:54-0800,$2200,2005 Jaguar S-Type,,good,6 cylinders,rwd,gas,252200,blue,full-size,clean,automatic,sedan,,
